0.13923351	-0.24612686	-0.3993587	-0.3376618	-0.08791215	-0.360098	-0.43935585	-0.11893106
0.29238462	-0.080340624	-0.31354266	-0.2722304	0.031493235	-0.23623072	-0.33114454	-0.31429595
0.24829122	-0.09544507	-0.36281914	-0.39787614	0.11135423	-0.18460548	-0.24536535	-0.32299033
0.25443992	-0.11037552	-0.34496433	-0.3539224	-0.008783735	-0.20909858	-0.30707142	-0.30609062
0.31938666	-0.11557603	-0.32919565	-0.3599174	0.12934987	-0.26059636	-0.294774	-0.25949544
0.23881301	-0.099630535	-0.36451125	-0.37757683	0.064332485	-0.2073471	-0.2564922	-0.32806632
0.24215627	-0.10163051	-0.3654305	-0.38599747	0.08266278	-0.2044827	-0.24823025	-0.32786837
0.3297528	-0.10311763	-0.30161586	-0.2862785	0.06728272	-0.24245828	-0.32927492	-0.29793096
0.2673847	-0.10136887	-0.35123897	-0.36297908	0.037971165	-0.21392448	-0.29107937	-0.30728102
0.24643865	-0.112764716	-0.3370136	-0.36178005	-0.047783002	-0.17616062	-0.33011743	-0.29222596
0.3351883	-0.1398248	-0.32710582	-0.3352089	0.06886956	-0.2779096	-0.2964783	-0.29385948
0.3332128	-0.14389777	-0.33642152	-0.35208368	0.08262774	-0.28801978	-0.28551877	-0.28716853
0.24977732	-0.08986385	-0.36111695	-0.3898132	0.10253668	-0.18580529	-0.25430593	-0.32158768
0.2696121	-0.110452354	-0.34987384	-0.3692262	0.040754735	-0.21384528	-0.28719217	-0.30565012
0.25024226	-0.10200054	-0.36233544	-0.38227025	0.0806352	-0.20771948	-0.25489354	-0.32358414
0.25742397	-0.09835349	-0.35949337	-0.37567663	0.07922388	-0.21072203	-0.26276088	-0.32041335
0.333983	-0.13725045	-0.32716003	-0.33275178	0.06998223	-0.2778171	-0.29640985	-0.2953309
0.19465148	-0.16640618	-0.29689622	-0.33141613	-0.29302993	-0.12966295	-0.4266699	-0.26636994
0.25400925	-0.10990403	-0.36055407	-0.3850999	0.074363515	-0.2097164	-0.25664043	-0.31981468
0.31451812	-0.112156585	-0.31541476	-0.29745987	0.056089573	-0.2579573	-0.3132114	-0.30707085
0.33309755	-0.14415409	-0.33609357	-0.3522619	0.08380002	-0.28913024	-0.28424758	-0.28751296
0.31446096	-0.099815205	-0.36262172	-0.3593525	0.12964314	-0.2699683	-0.2613111	-0.31229854
0.2664931	-0.11362578	-0.35759693	-0.38895273	0.08669551	-0.21105397	-0.2571762	-0.31414622
0.062136084	-0.36600393	-0.43722892	-0.4482932	0.24557936	-0.48836964	-0.5520098	-0.38295057
0.035727113	-0.39241576	-0.41861665	-0.44878972	0.22880691	-0.49245635	-0.5499799	-0.3843575
