-3.5302258	-3.6562355	-3.4702737	-3.5668077	-3.4521034	-3.6453013	-3.4507806	-3.6768923	-3.4357622	-3.6187136	-3.451191	-3.5462554	-3.506811	-3.6624112	-3.3937242	-3.4817374	-3.6622899	-3.5586188	-3.6210148	-3.4272861	-3.4371636	-3.490633	-3.6591125	-3.4772174	-3.6241562	-3.3900619	-3.4317334	-3.3637614	-3.5025923	-3.6542802	-3.4533918	-3.5633314	-3.5621414	-3.6192536
-3.397716	-3.7402706	-3.495739	-3.5549788	-3.3667111	-3.7175722	-3.4555557	-3.6740441	-3.3468518	-3.4935067	-3.3968236	-3.5834892	-3.5301564	-3.8295305	-3.3988554	-3.448732	-3.6080961	-3.718336	-3.7083232	-3.393684	-3.452994	-3.4906628	-3.7178257	-3.494584	-3.5554073	-3.383042	-3.4111023	-3.3839548	-3.516841	-3.662178	-3.4837718	-3.5635622	-3.5288007	-3.662845
-3.4291036	-3.7161138	-3.4942293	-3.5719988	-3.3932498	-3.7019632	-3.446332	-3.655695	-3.3854284	-3.5241356	-3.3917131	-3.5746386	-3.521774	-3.76329	-3.4144144	-3.466497	-3.6303122	-3.6708267	-3.688541	-3.4211695	-3.4353874	-3.4884617	-3.673678	-3.4808054	-3.592399	-3.3999138	-3.4008596	-3.377261	-3.509148	-3.668812	-3.4755557	-3.5676155	-3.5488727	-3.6271973
-3.4802604	-3.7473876	-3.5478725	-3.5026445	-3.5637076	-3.7283325	-3.4765248	-3.744074	-3.3419414	-3.5113542	-3.4308925	-3.4291105	-3.5882173	-3.6647978	-3.4702597	-3.569194	-3.7860172	-3.6880994	-3.8014069	-3.3497326	-3.3933663	-3.4353728	-3.478447	-3.4568264	-3.5672784	-3.5335815	-3.3723347	-3.5616555	-3.4128141	-3.6500626	-3.3369179	-3.529185	-3.6314528	-3.39682
-3.4675634	-3.6437125	-3.5412652	-3.552324	-3.4687862	-3.6517863	-3.3136127	-3.6796837	-3.416029	-3.6061084	-3.5404992	-3.6026657	-3.6481142	-3.647629	-3.3998039	-3.4123683	-3.7312644	-3.724228	-3.6322887	-3.3163412	-3.6226087	-3.4314256	-3.6961675	-3.464877	-3.548455	-3.3208394	-3.49921	-3.3047779	-3.4087248	-3.6341574	-3.3475192	-3.6424294	-3.6128688	-3.6501057
-3.3853474	-3.7881527	-3.5596433	-3.564644	-3.3997104	-3.7138686	-3.4974158	-3.695747	-3.3276803	-3.5233748	-3.3400524	-3.551965	-3.5085666	-3.7327788	-3.4226375	-3.4623663	-3.6412592	-3.6734753	-3.7415822	-3.3706765	-3.5097153	-3.5479865	-3.6477199	-3.4801307	-3.5278406	-3.4512823	-3.3932514	-3.4631524	-3.487991	-3.658015	-3.4179876	-3.5875921	-3.5181167	-3.545177
-3.3866127	-3.758228	-3.5017254	-3.5860424	-3.3106077	-3.6408825	-3.4495656	-3.675627	-3.3515754	-3.5759776	-3.3714912	-3.6772628	-3.467613	-3.7075958	-3.3795536	-3.4118161	-3.5702603	-3.5634925	-3.6858265	-3.3485713	-3.5270908	-3.6814992	-3.764095	-3.511915	-3.5707238	-3.4237702	-3.4292774	-3.3958056	-3.564383	-3.689603	-3.463196	-3.5759296	-3.489623	-3.6618912
-3.4706285	-3.7062488	-3.4932706	-3.554604	-3.4252794	-3.6891797	-3.4061978	-3.698114	-3.4240441	-3.5546138	-3.4258654	-3.575002	-3.5614822	-3.6750007	-3.3681114	-3.4799173	-3.7309551	-3.6782925	-3.6417973	-3.380261	-3.5383167	-3.5073242	-3.6827564	-3.420871	-3.5620563	-3.3296719	-3.438812	-3.2885017	-3.5049353	-3.6415262	-3.4154758	-3.6327543	-3.574435	-3.6652207
-3.4749227	-3.6876996	-3.49391	-3.5855422	-3.43966	-3.682838	-3.4374027	-3.655121	-3.406521	-3.5505722	-3.4079826	-3.5700402	-3.5271745	-3.70813	-3.4038596	-3.4834986	-3.6579435	-3.627916	-3.6657157	-3.440381	-3.4306767	-3.4789095	-3.634427	-3.4617736	-3.6185107	-3.3906798	-3.4005213	-3.3636734	-3.5035038	-3.6577501	-3.4760082	-3.5667844	-3.5702908	-3.6107128
-3.5375454	-3.6533923	-3.4866393	-3.5616233	-3.4704366	-3.6442199	-3.4120667	-3.6809864	-3.4307017	-3.624958	-3.4767678	-3.5704997	-3.5405412	-3.630127	-3.384114	-3.4744534	-3.6819599	-3.5604796	-3.605114	-3.4172306	-3.4701767	-3.4917462	-3.653257	-3.4700565	-3.6008189	-3.3677652	-3.4579387	-3.3703806	-3.4778006	-3.6574104	-3.4326365	-3.5640366	-3.5773108	-3.6088889
-3.5511425	-3.6354837	-3.4578397	-3.5637248	-3.4697819	-3.6332924	-3.4235618	-3.679918	-3.431554	-3.6091425	-3.4902442	-3.5537386	-3.5337887	-3.6713815	-3.3647482	-3.5009837	-3.6765838	-3.5543652	-3.6191378	-3.415932	-3.4137266	-3.479831	-3.6645498	-3.456318	-3.6440012	-3.3652527	-3.4380867	-3.3489542	-3.5173507	-3.6481204	-3.4643924	-3.5404837	-3.5874782	-3.6590192
-3.5468547	-3.6644497	-3.482833	-3.5443504	-3.4916003	-3.6597366	-3.4182565	-3.6959057	-3.4174778	-3.6040897	-3.479176	-3.553424	-3.5457006	-3.6414666	-3.3864748	-3.492245	-3.701475	-3.574656	-3.6212687	-3.4144535	-3.4578543	-3.4726775	-3.6302116	-3.474279	-3.5899575	-3.3720574	-3.4492989	-3.3890133	-3.4675531	-3.6469219	-3.4338846	-3.551011	-3.586512	-3.5878286
-3.5334187	-3.6524549	-3.4730175	-3.5685308	-3.4634569	-3.6691828	-3.4184418	-3.6607828	-3.450099	-3.59152	-3.4520588	-3.5525308	-3.536191	-3.66514	-3.3975527	-3.4962351	-3.6866531	-3.5945017	-3.6128683	-3.454959	-3.4248927	-3.4554572	-3.6387928	-3.457379	-3.623506	-3.3645906	-3.4330103	-3.3451874	-3.4891458	-3.6622832	-3.4600992	-3.5648863	-3.5882673	-3.6181023
-3.474706	-3.7041628	-3.495768	-3.5496588	-3.4353635	-3.6642847	-3.4457397	-3.7023313	-3.3697574	-3.5684438	-3.4446576	-3.5616474	-3.5345037	-3.7081058	-3.3732903	-3.4769492	-3.6627722	-3.6128783	-3.6738183	-3.3679314	-3.4694462	-3.518004	-3.6767094	-3.4680724	-3.577259	-3.3904116	-3.4296598	-3.3976727	-3.5068922	-3.6457722	-3.4365988	-3.5564954	-3.5542824	-3.6294427
-3.515566	-3.6651137	-3.4606104	-3.5330312	-3.4227722	-3.6671782	-3.379548	-3.6589162	-3.4743826	-3.6202252	-3.464335	-3.5746827	-3.5301049	-3.6225371	-3.4440627	-3.4698577	-3.694687	-3.5880272	-3.6012523	-3.4162505	-3.4662497	-3.4888973	-3.667731	-3.506674	-3.5943513	-3.3973064	-3.4602785	-3.36619	-3.4542499	-3.6930466	-3.4066007	-3.577358	-3.585731	-3.58429
-3.5205941	-3.6676016	-3.4699693	-3.5346184	-3.4433086	-3.6623263	-3.3773808	-3.677589	-3.4635248	-3.6143477	-3.471373	-3.5684383	-3.548843	-3.610938	-3.415581	-3.4842544	-3.7247016	-3.595258	-3.609116	-3.3940072	-3.4874117	-3.4958873	-3.6603153	-3.4722216	-3.5912418	-3.3793147	-3.4587424	-3.3491063	-3.4648657	-3.6745079	-3.3944285	-3.5881193	-3.595688	-3.60139
-3.431726	-3.7199767	-3.5520113	-3.616167	-3.4044354	-3.6335127	-3.4586115	-3.673305	-3.3732932	-3.6220531	-3.380641	-3.6202273	-3.5027237	-3.6264439	-3.3810687	-3.4276993	-3.6175122	-3.5504441	-3.6603537	-3.382941	-3.542533	-3.61562	-3.6753697	-3.45911	-3.5820026	-3.418711	-3.4298177	-3.4032416	-3.5167716	-3.6677475	-3.4230788	-3.6030483	-3.5155528	-3.5955095
-3.4670653	-3.721959	-3.4491534	-3.4618807	-3.3160033	-3.6569457	-3.419359	-3.7661724	-3.4185998	-3.6417747	-3.5132554	-3.5926957	-3.530344	-3.7154348	-3.3524957	-3.3934288	-3.667008	-3.6559596	-3.5766516	-3.2750523	-3.6403565	-3.5853813	-3.8908837	-3.5254	-3.4520879	-3.305729	-3.559613	-3.3124557	-3.5015306	-3.666289	-3.3536575	-3.6401293	-3.4924088	-3.7563937
